1.7662378743;1.4152122815
2.116467877;1.8073409264
1.2405312555;2.1018387229
-0.0461309539;1.4254906148
-0.7698934798;-0.6184611477
-0.9439611629;-2.6463017361
-1.1513250787;-3.1691265613
-1.4043780739;-2.0293524121
-1.0513099125;-0.1456559764
0.2782263307;1.1159795666
1.7392907527;1.4886258097
2.145396673;1.7190523934
1.2717541733;1.9368010931
-0.0995246668;1.3211815707
-0.8924358553;-0.6178094635
-1.0186019308;-2.6283692131
-1.1023531356;-3.2018615874
-1.2866772325;-2.0578104344
-0.9754857075;-0.0652425752
0.2734313514;1.2808902414
1.7180778566;1.5890943137
2.1625043673;1.6584237244
1.2923509868;1.7723630579
-0.1530162103;1.1881927904
-1.0152949794;-0.6463260437
-1.1067084409;-2.6128306845
-1.0702156292;-3.2179966839
-1.1686766025;-2.0724466509
-0.8802561787;0.0170231867
0.287870094;1.4490629317
1.6982475562;1.7115052286
2.1697851486;1.6258703634
1.3092566119;1.6148796957
-0.1985383185;1.0392740363
-1.1326013618;-0.688902896
-1.2048136102;-2.591820432
-1.0545814557;-3.2194761035
-1.0539792732;-2.0836405343
-0.7737422709;0.0873717156
0.3110873037;1.6107055808
1.6735989912;1.8512205794
2.1686616576;1.6221642431
1.3307352082;1.4705528147
-0.2259816959;0.8865384478
-1.2378658748;-0.7308887746
-1.3104042519;-2.5569408053
-1.0564142661;-3.2078016291
-0.9466031368;-2.1026764026
-0.663179686;0.1301816231
0.3338275262;1.7552679257
1.6380137259;2.0038666852
2.1596159171;1.6487088296
1.364061948;1.3457507512
-0.2253059887;0.7400394378
-1.3243006103;-0.7613031961
-1.4213170896;-2.5014713891
-1.0778116397;-3.1834133193
-0.8511848965;-2.1385079335
-0.5541491684;0.1312164085
0.3500930262;1.8721177543
1.5870234483;2.1645608917
2.1417523537;1.7069265649
1.413166044;1.2467610224
-0.1887807568;0.6067365759
-1.3851862056;-0.7747338068
-1.5347820175;-2.4217079628
-1.1210393476;-3.1450113451
-0.7726732804;-2.1947177631
-0.4502125207;0.0808201576
0.3581510602;1.951339414
1.5187804004;2.3271028479
2.1126786908;1.7970271568
1.4770624803;1.1790124932
-0.1128978093;0.4901874223
-1.414479177;-0.7716540362
-1.6466470953;-2.3175270709
-1.1871626119;-3.0894952078
-0.7156220529;-2.2678632429
-0.3531006983;-0.0235599411
0.3603471093;1.9849216432
1.4344970937;2.4837125062
2.0690734586;1.9167314251
1.5496936528;1.1460393765
0.0003755867;0.390997498
-1.4078153476;-0.7574188402
-1.7512752436;-2.1924685821
-1.2748425255;-3.0129292287
-0.6832859135;-2.3479391916
-0.2633109714;-0.1760245866
0.3619539408;1.9683887109
