X,Y,outlier
-2.5634129043783718,-2.3653388764324124,0
-2.1823467721958427,-1.921648072363818,0
-2.6671292357013767,-2.6733587528987774,0
-1.9003499015517673,-2.025301770480833,0
3.081617974640345,2.668263974718196,0
-2.578677629595427,-2.1561461255628465,0
-2.1378352672802783,-2.354863982923444,0
-2.1545572223858542,-2.1167333307718463,0
1.1930510762210242,1.8936298598930157,0
-2.8163172631172477,-2.783883862154227,0
-2.0925268355046707,-2.403824243808178,0
1.7824232241391813,2.9246318642396707,0
2.3645452810887684,2.0644914553787053,0
2.9614710132401925,2.740257395717212,0
-1.6142970256615772,-1.4852805856086164,0
-1.5710380378538318,-1.4294490666712134,0
3.1348773119938036,1.2728171627006177,0
2.5697003422716502,1.3825870898231738,0
2.2011708205887746,1.6575949545298434,0
-3.1443100200072642,-1.8742577924892314,0
-2.233422773026381,-2.7084530565631297,0
1.6527160701343173,1.9251827298361646,0
2.747039536578803,1.8974208681170996,0
-2.1976144913271773,-2.5797102581999565,0
2.766389607179229,2.7346793849501427,0
1.8063365912960239,1.8488486247123321,0
-2.343918805514341,-2.60703870154706,0
2.072021785580439,2.7271367534814877,0
-2.9681399029232534,-1.9056107016030857,0
-1.8145874993594489,-1.9289690974063822,0
-1.5687019943357745,-3.327809546487466,0
-2.3261467999675096,-2.2605946561505554,0
-2.3820719619532214,-2.718895736900789,0
2.5940148961761507,2.1584713059624248,0
1.7931905096201264,1.6262725942796212,0
-1.4518265771671008,-2.117107900672268,0
2.2131293653890505,2.3384540175151227,0
-2.0668507798342195,-1.4611280970118687,0
2.30703968517304,2.4611033357832635,0
2.5893897855798254,1.9100375820938245,0
2.149119087103028,2.6631929483435153,0
1.5693871574726488,2.955032476549517,0
1.8442237339363137,2.0280826711148725,0
3.129654475345426,1.9788714241696788,0
2.1041374890384303,2.4883195182418563,0
2.1980033563308226,1.453469245634747,0
1.6302185018043434,2.771507297703368,0
1.5220274997536114,1.8270091121503067,0
1.7445974312155634,1.409683907938794,0
-2.9215347750783245,-2.2389870020202434,0
2.139962299521619,1.950924805178521,0
2.5498297979435565,2.327631865361299,0
1.6820769608105595,2.3382166474732498,0
-2.32620429119351,-2.1954766875938008,0
2.882026172983832,2.2000786041836116,0
1.373602319975037,2.388745177915955,0
2.1565338508254506,1.5729521303491376,0
1.41343829744292,2.9718105928246463,0
-1.8568281555538602,-1.6955780827622746,0
-2.065053477096852,-1.9530233853072156,0
-2.133866768446983,-2.5640056657350034,0
2.385895275606834,2.4117520769818657,0
-1.5620836192063345,-2.0575537342436134,0
-2.3598021942758964,-2.4064964942770386,0
1.6637697761120245,1.8202234192297293,0
-1.8627418211380302,-2.445457541497764,0
-1.980684724079906,-2.828357551160977,0
1.6812814872238855,1.8013640928356012,0
-1.9511375161425721,-1.7085231601233533,0
-2.3460249238921955,-1.231811472877101,0
2.00525001036041,2.8929352469529177,0
1.5933178703978985,1.266787836098743,0
2.3126157255135937,1.198971172196626,0
1.9914897930692796,2.189575867777541,0
2.7441260968977996,2.9479445880152917,0
2.088713071126876,1.799109531895869,0
-1.8086337849938658,-2.017121140265977,0
-1.3177340759487643,-2.344724592274969,0
2.4284153059513454,1.6744872033499265,0
-1.6668084589840428,-2.230359893694277,0
1.546350817808379,2.0259726978980694,0
1.3420462947442395,1.7692076975926456,0
-2.3140437798207896,-2.240513559230394,0
1.7451739091241731,1.7809628491944067,0
-3.0082033138998803,-2.2697273166872507,0
-2.1554430858492357,-1.9512999168656082,0
-2.251408350321269,-0.7937731602281257,0
1.7013419655173188,1.8810391351319966,0
1.8260439253369236,2.07817448455199,0
2.178183198587201,2.353286584095974,0
1.662833669671312,2.0159152791371757,0
-2.030813201047824,-2.0536526381455875,0
2.23283121986523,1.2318781568613881,0
-2.8490529097161272,-1.8063597623024683,0
-1.5927400887560668,-1.970537205409185,0
-2.6532634258676584,-1.1709346601909059,0
-2.589578965318844,-1.3492859641676196,0
2.06345604635181,2.2009946817223507,0
-3.1277821147010947,-2.511253421817802,0
2.07097658166039,1.8403357914274525,0
1.948390574103221,2.205299250969186,0
-2.0429653834858064,-1.9028535309771142,0
-1.1305636612727445,-1.5028028043422506,0
-2.1034518380819858,-1.5599105439596088,0
1.9507737377872838,1.6682608568189463,0
1.9658791973376843,2.8566713608246834,0
1.4828785791077677,2.3407972591408135,0
2.3457693755350935,2.347374571828003,0
-1.6133735112987002,-2.5919403200966586,0
1.6781907985835547,0.8882984238877867,0
-2.5944296288920143,-2.253408177149344,0
1.4646236892447289,2.5272258634655684,0
-2.8842692253385156,-1.8222591036281155,0
2.260532438226379,1.7121060150934668,0
1.4757235174664536,1.2899910314105125,0
1.728569261991641,2.2080250231307126,0
-3.32958611899837,-1.6968402378203096,0
2.6151453403638603,2.6011899243922056,0
2.022879258650723,1.906408074987083,0
-2.352350137928117,-1.5283696375152527,0
-1.1336394065404334,-1.6577494465704048,0
-2.8779452917188597,-1.7745327690970425,0
1.8659983145243098,2.4012281978981975,0
-1.616668409177457,-1.8218535912638556,0
1.9859088858306726,2.2141659352652088,0
2.0833367476862645,2.317515718446053,0
-2.3420054488686084,-1.170224601905064,0
-2.3627986892317923,-2.691681977697528,0
-2.5226266830734776,-1.3944273551586495,0
-2.4927553688420754,-2.7359175037317933,0
1.5277768720408749,1.7949751533987257,0
1.9803585908862522,1.4159532511294013,0
2.941575348528127,1.3261204694287767,0
-2.0210857256452894,-2.143443596194954,0
-1.2433359587133974,-1.723433967896208,0
-1.7531291113254057,-2.0580519695171833,0
1.1468649046874937,2.975387697615895,0
1.2543712036471972,2.2196958506322684,0
1.7509837746538475,2.964766026908493,0
2.4550894540462957,2.158609107595651,0
0.7235050920829607,2.3268092977201804,0
-2.055270328616236,-1.4899136441421001,0
-2.219594760901074,-1.9093307853910892,0
-2.2204613161462956,-2.1401777475922543,0
-2.1997245146314377,-1.8149720560762406,0
1.4262656737944488,1.7810899776277829,0
1.593426858977773,1.1368586988341616,0
2.336147378506218,2.2037309181205553,0
-2.299326968461493,-2.557948492980197,0
1.4998923263052175,1.2276144516111942,0
-1.4657453003419953,-2.226692901925694,0
3.191572387431971,2.472239743495207,0
1.4174250796083219,2.4504132434770938,0
-1.6531134236549336,-2.0797867190731334,0
1.1849008265169778,2.2313911277628873,0
-2.1459186813739315,-2.3807461059058115,0
2.4893689920528694,3.120446599600729,0
-1.6550909177326059,-1.3490768852175008,0
-1.5340758129428482,-1.830017508099369,0
-1.4498578308898131,-1.3509890138368894,0
-1.5655182565516024,-1.861564047076936,0
-2.0078410558012774,-1.9195359158508885,0
-1.4357029677427158,-1.7519995268280188,0
-1.5791843679631818,-2.1247292900804746,0
1.62762258897578,1.5867807306704929,0
1.6150419627773418,2.2696245956459085,0
