Linear regression parameters:
Intercept: -0.0142184
Slope: 0.982286
Correlation: 0.998367
Target-output data:
submatrix_0
-0.991668 -0.993582
-0.962506 -0.960389
-0.61801 -0.61427
-0.772472 -0.770457
-0.324467 -0.333064
0.65967 0.734771
-0.822785 -0.815169
-0.314533 -0.33605
-0.970518 -0.964484
-0.956417 -0.948486
-0.93719 -0.929999
-0.993911 -0.979461
-0.956417 -0.960552
0.0882871 0.0901667
0.613523 0.570152
-0.339208 -0.326678
0.737542 0.658021
-0.977888 -0.960845
-0.966031 -0.949503
-0.869252 -0.875508
-0.993911 -0.992643
-0.956738 -0.955316
-0.86092 -0.873193
-0.972761 -0.973074
-0.889761 -0.892123
-0.295626 -0.313618
0.141804 0.122351
-0.984618 -0.984876
-0.975004 -0.973556
-0.809325 -0.808087
0.221279 0.208074
-0.994552 -1.00406
-0.977888 -0.984784
-0.911553 -0.909067
-0.748117 -0.741883
0.107835 0.0896986
-0.939433 -0.941362
-0.543983 -0.544696
-0.831437 -0.831388
0.574427 0.621143
-0.997116 -1.011
-0.989104 -0.995051
-0.980131 -0.984053
-0.552956 -0.55523
0.324467 0.290512
1 0.804796
-0.95866 -0.959784
-0.931101 -0.932261
-0.892966 -0.893516
-0.771511 -0.769767
-0.909309 -0.905495
-0.477648 -0.487516
-0.124179 -0.139228
0.338247 0.354235
-0.985259 -0.992506
-0.941035 -0.936523
-0.960583 -0.96013
-0.857395 -0.859306
-0.354911 -0.365985
0.510014 0.5971
0.494953 0.440943
