Linear regression parameters:
Intercept: 0.0353965
Slope: 0.762216
Correlation: 0.853468
Target-output data:
submatrix_0
0.200362 0.266876
0.0466668 -0.113604
0.255405 0.112814
-0.223762 -0.256369
0.139628 0.272634
0.253969 0.24821
0.342782 0.217419
0.367777 0.178851
-0.0991571 -0.165503
-0.393783 -0.405261
-0.190842 0.251885
0.27556 0.0813035
0.115484 0.0329389
-0.0759699 -0.151297
-0.447177 -0.395319
0.123833 0.099711
0.0642699 0.0187635
-0.022416 -0.063525
-0.135693 -0.139906
-0.215997 -0.224847
-0.0639509 -0.0738622
-0.1634 -0.14566
0.333475 0.533266
0.289866 0.364591
-0.215359 -0.118373
-0.636025 -0.562982
0.211423 0.440571
0.392773 0.386915
-0.0878294 0.00281268
-0.173452 -0.148029
-0.33991 -0.337099
-0.662935 -0.552647
0.223974 0.606088
0.501582 0.515334
0.509028 0.477054
-0.453027 -0.433348
-0.785944 -0.895788
0.2478 0.307449
0.454144 0.202307
0.347781 0.162575
-0.103731 -0.0820633
0.369639 0.281201
0.328157 0.127808
0.193608 -0.121327
0.112772 -0.231404
0.211477 0.351369
0.324753 0.296562
0.346824 0.298972
0.426596 0.26866
0.129843 -0.142738
-0.084479 0.324556
0.238865 0.290265
0.0676204 -0.00501251
0.0670886 -0.0920439
-0.00789747 -0.260593
0.228814 0.458918
0.275082 0.440533
0.209137 -0.0093466
-0.48382 -0.337571
-0.00194113 0.341894
0.158135 0.321733
0.322998 0.16569
0.345335 0.113554
-0.0349137 -0.202115
0.387401 0.282903
-0.189619 -0.287079
0.0579945 0.437163
0.323371 0.18215
-0.267477 -0.279608
0.440636 0.253231
-0.134789 -0.0858506
-0.0938389 -0.169162
-0.160848 -0.240199
-0.241152 -0.28526
-0.481533 -0.343285
0.210892 0.290614
0.461909 0.19304
0.408727 0.145647
-0.105007 -0.142257
0.293376 0.550258
0.197118 0.198255
0.480629 0.34741
0.0477305 0.0618757
0.917622 0.582226
0.062249 0.148
0.0534741 0.0842406
-0.418778 -0.265854
0.0545377 0.113046
-0.507592 -0.459931
-0.611296 -0.670604
0.193235 0.442544
-0.102986 -0.358094
0.240886 0.410074
0.413194 0.407336
0.296195 0.303309
0.160582 0.0310548
0.304172 0.404638
0.470099 0.391286
0.469567 0.375636
0.248863 0.308583
0.181854 0.233561
0.168027 0.108711
0.067514 -0.0451896
0.493711 0.386608
0.459143 0.364928
0.0863403 0.0636846
-0.130109 -0.212312
0.421757 0.440737
-0.290345 -0.36538
-0.719786 -0.330949
0.585928 0.488362
0.634323 0.476372
0.287579 0.365118
0.580397 0.449107
0.445848 0.388587
-0.182227 -0.12608
0.493924 0.398137
0.0312442 0.207038
-0.345281 -0.246657
0.549339 0.449543
0.115377 0.285893
-0.29678 -0.293078
-0.470684 -0.380312
0.445369 0.422815
0.0130029 0.283778
-0.103997 0.146416
-0.250246 0.0494727
-0.504986 -0.383709
0.685803 0.525341
0.356077 0.446073
-0.0209801 0.26868
-0.377829 -0.233635
0.50105 0.436511
0.233015 0.337231
-0.37751 -0.231063
-0.193501 -0.0363765
0.27205 0.301125
0.359268 0.236403
0.178451 0.106648
-0.269338 -0.141694
-0.283165 -0.2545
-0.570346 -0.671465
0.402079 0.217767
-0.087723 -0.182313
-0.369585 -0.39736
-0.752493 -0.676942
-0.387348 -0.430878
0.398676 0.501172
0.685325 0.568447
0.651288 0.600311
0.463026 0.38346
0.493126 0.473612
0.570878 0.440854
0.517696 0.461884
0.0959662 0.279528
0.0322546 0.383467
0.674688 0.453339
0.63427 0.501352
-0.165581 0.270694
0.113516 0.519404
0.378892 0.407596
-0.0502832 -0.00286477
0.332039 0.387088
0.526631 0.45041
0.62023 0.455496
0.640439 0.457566
0.252214 0.405452
0.211051 0.342748
0.577472 0.354021
0.33071 0.331413
0.332465 0.243521
0.280879 0.226941
0.094743 0.202531
0.42399 0.186311
0.378254 0.182029
0.180419 0.162035
-0.216848 0.0749654
0.69176 0.340011
0.591778 0.336584
0.0152897 0.236186
0.150318 0.130164
0.544925 0.115111
0.118941 0.0886227
0.396814 0.271598
0.496264 0.263088
0.419151 0.21721
0.258276 0.0647634
-0.0671949 -0.166708
-0.492116 -0.320641
-0.0212992 0.147514
0.168559 0.13362
0.242481 0.0617222
0.0122052 -0.0891303
-0.216476 -0.28451
-0.522695 -0.432037
-0.0855426 0.0909408
-0.113197 0.0178055
-0.237163 -0.284959
0.408621 0.828649
0.0549632 0.0983851
0.419576 0.571819
0.587098 0.695714
0.740261 0.842361
0.492967 0.420933
0.700003 0.692006
0.778711 0.834546
0.595235 0.515114
0.368681 0.320352
0.459728 0.591315
0.595341 0.621656
0.654905 0.678015
0.496424 0.54364
0.540883 0.5669
0.624378 0.6081
0.253171 0.200881
-0.309384 0.347295
0.487276 0.332396
-0.322041 0.315077
0.553328 0.432755
0.188396 0.404708
0.503763 0.424941
0.680325 0.447986
0.478767 0.46856
0.0477837 0.279082
0.313692 0.290219
0.636504 0.358053
0.499827 0.395723
0.108411 0.271786
-0.0547504 0.159745
0.412184 0.304332
-0.0988912 0.196341
0.13681 0.113101
0.492594 0.160522
0.442072 0.209726
-0.0775122 0.167027
0.356024 0.299945
0.301194 0.27558
-0.254607 0.110986
0.111282 0.130387
0.193182 0.140362
0.2219 0.152711
-0.621826 0.0445913
-0.357513 0.0555711
0.163666 0.157005
0.104794 0.16552
-0.00997155 0.0246737
0.055495 0.156029
0.512325 0.162154
0.0921903 -0.0550064
0.0501768 -0.353027
-0.325338 0.204047
0.0017284 0.119457
-0.0493259 0.0708613
-0.134948 -0.245272
0.104848 0.443858
0.245779 0.450663
0.457973 0.402337
0.174515 -0.0993882
0.0596432 -0.2988
-0.14936 -0.309466
0.212008 0.407026
0.577366 0.452424
-0.120908 -0.250131
0.183344 0.0297217
0.578589 0.414371
0.414258 0.384746
0.117505 0.193677
0.610551 0.503943
-0.29194 -0.358524
0.475736 0.448046
0.562954 0.452815
0.609754 0.457363
0.268328 0.355956
-0.217646 -0.297055
0.575877 0.419635
-0.252692 -0.326534
0.653841 0.491232
0.732284 0.438575
0.00273885 0.331912
0.325072 0.385971
0.646502 0.346151
-0.167176 0.154427
0.499083 0.507289
0.791581 0.493838
0.701173 0.425825
-0.0460287 -0.0461421
-0.221528 -0.372582
0.590874 0.42877
0.717446 0.411503
-0.641343 -0.655634
0.384583 0.290953
-0.485468 -0.494262
0.134736 0.196334
-0.127981 -0.0287172
-0.409844 -0.212864
-0.624166 -0.32331
0.631505 0.394319
0.00555748 0.318992
-0.211104 -0.312996
-0.633898 -0.549472
