timestamp,rainfall_mm,storm_event_flag,wet_dry_index,inflow_m3_hr,BOD_in,COD_in,TSS_in,TN_in,TP_in,NH4_in,aeration_rate,sludge_recirculation,chemical_dose,HRT,SRT,DO_setpoint,energy_kwh,total_operational_cost,effluent_violation_index
2022-01-01 00:00:00,7.18103816960771,0,1,843.8775209648647,297.66485498624,485.68894751692017,244.74347155209747,28.824194273020606,13.23158679325848,41.39092812569537,588.9077349592241,67.77670269786971,18.859617645787747,9.049146314315484,12.548642396476755,2.347509511077617,371.17206075986456,60.455854676456326,6.5335573707527645
2022-01-01 01:00:00,4.483394190646763,0,1,787.6583238739694,414.19517323937333,885.8479334304337,180.13091981620113,65.9259330046863,4.680308273638627,31.22549026662609,459.4900329196653,46.925833305610084,28.457135378815263,10.347552341189605,23.156950014101454,1.6717246430800623,317.4749845457758,60.51149770022536,7.729641745935185
2022-01-01 02:00:00,4.146850753112861,0,1,922.7167746228192,273.873356876764,468.75601222828476,183.69341733571918,64.65411550623432,7.809749331788996,14.097684649306137,576.8327186902551,27.27516272794344,29.420854266259614,4.115909489274309,22.37548503712278,2.6958193506575254,351.2913182282222,69.30207394259776,9.380639031661923
2022-01-01 03:00:00,4.146906882995402,0,1,912.5093566462707,311.24812610197034,872.0614948547011,371.5184107863421,74.20046082240768,3.9030912156984696,38.39069135766214,273.64456787538967,53.54406365655424,29.883557915220575,11.042915276196581,14.850836790424818,1.55441676761926,171.7415696546632,47.87801456607909,7.195235179903695
2022-01-01 04:00:00,13.949143236691953,1,1,1562.2861757221606,247.1848480841265,531.4028648569679,329.1635474199058,20.50916072500658,9.542532945808802,24.513148989074942,508.4314731761286,35.90261172268056,21.734777752216118,11.632398079423346,8.52042575825034,2.7584767512686232,366.9951121174257,77.9953562687719,4.6054491067821575
2022-01-01 05:00:00,8.600118692892666,0,1,783.0563506900376,150.70424216023594,725.5632070018878,166.39246022746843,33.00105463934016,11.03694968910767,13.426015756616408,791.0573140038786,43.06598584574901,28.31551166889696,8.601354734060564,15.593074318604373,2.8464111465787933,483.15890463318544,80.15170979134987,5.412804677079742
2022-01-01 06:00:00,3.393234005222697,0,1,896.8991332598478,223.43996190051777,619.2666803022023,162.82518696656356,69.6312028547193,14.294659621143486,43.69865628850503,341.1616627080241,21.04489423647356,15.111992382698867,10.030438896481758,11.074586281860906,2.474288949250302,210.22599002190313,38.78105167250041,7.433287840295926
2022-01-01 07:00:00,7.4094434202936394,0,1,902.3527457785334,354.17492787563015,586.7262462736384,147.47801841366075,60.234803049616126,11.87203435075201,23.528660687300224,633.3668594218096,42.967435275073,26.489809781184633,8.101957943680599,10.42647919253098,1.8500146585952237,420.0681694015169,74.31133291938504,9.072976934315909
2022-01-01 08:00:00,5.996880792193941,0,1,895.5199850114374,186.37946800774102,434.09658855350403,402.6315920019468,73.66339122190945,9.493234997449813,18.729953300462853,460.9828254990204,68.52806636812727,27.729357468492022,6.289629923644718,14.6825914022222,1.7027878772544145,294.8190681347285,60.21048196072819,7.079778407777286
2022-01-01 09:00:00,0.6477448304717562,0,0,461.39658871192415,184.12858764136482,723.3574738658951,390.5151923871299,23.430779271815993,14.191404206044005,44.858082584753724,591.4748890927722,52.56334201629529,27.60351180830689,10.817983775864104,9.684307934858662,2.1265846962740067,365.8678007286154,56.640302272255965,4.922153306204791
2022-01-01 10:00:00,2.0137268480631185,0,0,514.3907957067764,273.288182410771,414.4856948677843,142.20377652473854,55.81783794298657,8.741242056490519,46.085354737880195,322.9323372150653,20.58803161603826,25.77115707270954,8.774693695967535,24.276896617838304,2.430413359200025,210.02489378476787,38.45943324708752,5.7121822308802335
2022-01-01 11:00:00,6.31849691204449,0,1,906.8352152773978,344.351111582468,631.7050775908609,332.9026287268497,54.14279449362045,9.734467837186433,23.558833487662394,482.2789895705614,48.19062921439084,15.16497904103126,8.635064670331257,8.80816609028179,2.784416633689689,334.29636627173664,53.8677009859592,9.004782706007445
2022-01-01 12:00:00,13.095530602450586,1,1,1523.2060203659005,545.4323965115686,723.1155485186408,152.17693899222218,22.140464981631943,10.15318233204115,24.192056771254936,788.0556283155651,37.487098858724444,8.97268704951836,9.273057630729651,14.823283665778362,1.5025002550369992,482.6183752634422,71.58145596429858,9.953879509437048
2022-01-01 13:00:00,4.1755565548774385,0,1,874.8892537887751,203.53520222951244,873.3728278688136,463.42339283139785,50.81132461474901,7.9197567106388025,33.18514110332576,317.17229060960574,48.65303932383027,13.348908908611147,10.848025326630786,10.765945934538813,2.9221278384707263,230.6896141363746,39.361570650314086,6.604866054826515
2022-01-01 14:00:00,3.174082317162911,0,1,842.9217915024722,173.87644421161275,317.1787163013917,464.7046192884503,56.57121867859546,13.06179228678989,39.337659752426326,581.8670167092542,44.281563286872625,24.182214232452324,9.855249006167714,19.709792465988855,2.9254238642505532,336.1042858648574,60.716229647098174,4.359937874294759
2022-01-01 15:00:00,5.442022624416497,0,1,854.8802443802889,432.1191101836633,419.8369680667419,385.3285361289894,31.477590452126435,5.222111266140709,12.525968076274538,545.3586492600773,75.9187531734429,10.822137783249381,5.688993553725962,9.33979463664755,2.3890756129849997,328.00539436210784,48.612279116314326,10.867151416882395
2022-01-01 16:00:00,3.0158534421542926,0,1,770.8440659197933,228.19991476863052,445.38636383246865,471.951790146991,36.39977498747977,9.658106284459295,33.733746287538864,539.030951774242,22.47063793778095,16.95680162064931,7.734588355258556,17.295694761546784,2.1868128914959035,320.9028411674931,51.57939084635582,6.099924794995328
2022-01-01 17:00:00,3.9532241434175655,0,1,873.6237137354585,406.00394928261716,548.4406954606899,428.35215155720243,58.42084077786422,11.666799074246327,48.112802471343265,569.0739737909703,61.015280676915935,19.1349879496168,11.84238665588965,21.14272541843294,3.184617129340717,356.09597115475856,59.4482957733985,6.316817522673668
